type,type_num,size_adv,size_out_pct,days_fm_last,mkt_cap,return_30d_num,return 30d,return 90d,name,code,director,date,shares,rec_date
BUY,1,0.124878743,0.009928422,2,881,1,0.36,0.43,China Dynamics (Holdings) Ltd.,476,Cheung Ngan,14/7/2017,"500,000",20170718
BUY,1,0.082802263,0.032283883,1,6160,-1,-0.17,-0.58,Dingyi Group Investment Ltd.,508,LI Kwong Yuk,14/7/2017,"2,260,000",20170717
SELL,-1,0.00945423,0.008262106,0,10348,-1,-0.16,-0.05,Tongda Group Holdings Ltd.,698,"Cheung Wah Fung, Christopher",14/7/2017,"500,000",20170717
SELL,-1,0.14641527,0.068957577,0,851,1,0.2,0.09,Munsun Capital Group Ltd.,1194,Liu Liyang,14/7/2017,"11,500,000",20170802
BUY,1,0.284185295,0.041855842,7,3206,-1,-0.15,-0.02,China Pioneer Pharma Holdings Ltd.,1345,LI XINZHOU,14/7/2017,"550,000",20170717
BUY,1,0.162457528,0.05,2,432,-1,-0.07,0.16,IBI Group Holdings Ltd.,1547,Smithers Steven Paul,14/7/2017,"400,000",20170719
BUY,1,0.090372836,0.021333333,1,345,-1,-0.02,0.06,Pantronics Holdings Ltd.,1611,Hsu Simon Nai-Cheng,14/7/2017,"64,000",20170718
SELL,-1,0.028379953,0.003132832,1,36708,-1,-0.07,0.02,Haitian International Holdings Ltd.,1882,Guo Mingguang,14/7/2017,"50,000",20170717
BUY,1,0.228301181,0.025951964,1,6894,1,0.12,0.57,China VAST Industrial Urban Development Co. Ltd.,6166,WANG Jianjun,14/7/2017,"425,000",20170717
BUY,1,0.228301181,0.025951964,0,6894,1,0.12,0.57,China VAST Industrial Urban Development Co. Ltd.,6166,ZHAO Ying,14/7/2017,"425,000",20170717
BUY,1,0.09151237,0.046037595,0,1232,1,0.2,0.14,Tianyun International Holdings Ltd.,6836,Chu Yinghong,14/7/2017,"450,000",20170717
BUY,1,0.09151237,0.046037595,0,1232,1,0.2,0.14,Tianyun International Holdings Ltd.,6836,Yang Ziyuan,14/7/2017,"450,000",20170717
BUY,1,175.6159241,1.466745219,0,4602,1,0.06,0.07,Tenfu (Cayman) Holdings Co. Ltd.,6868,LEE CHIA LING,14/7/2017,"18,000,000",20170717
BUY,1,0.000535407,0.000140637,1,461,-1,-0.06,0.05,Hong Kong Life Sciences and Technologies Group Ltd.,8085,Lin David Kao Kun,14/7/2017,"8,000",20170718
BUY,1,0.22091571,0.0125,10,214,1,0.07,0.06,Allied Sustainability & Environmental Consultants Group Ltd.,8320,Kwok May Han Grace,14/7/2017,"150,000",20170718
BUY,1,0.22091571,0.0125,0,214,1,0.07,0.06,Allied Sustainability & Environmental Consultants Group Ltd.,8320,Wu Dennis Pak Kit,14/7/2017,"150,000",20170718
SELL,-1,0.103716776,0.006232025,7,3918,1,0.23,0.14,"Landsea Green Properties Co., Ltd.",106,Tian Ming,17/7/2017,"244,144",20170719
BUY,1,0.103716776,0.006232025,0,3918,1,0.23,0.14,"Landsea Green Properties Co., Ltd.",106,Zhou Qin,17/7/2017,"244,144",20170719
BUY,1,0.058548809,0.001369695,3,644,1,0.02,0.14,Yau Lee Holdings Ltd.,406,Wong Ip Kuen,17/7/2017,"6,000",20170718
BUY,1,0.086099698,0.033569525,3,6160,-1,-0.22,-0.59,Dingyi Group Investment Ltd.,508,LI Kwong Yuk,17/7/2017,"2,350,000",20170719
BUY,1,0.253393708,0.06476297,0,1155,-1,-0.04,-0.13,Sino Oil and Gas Holdings Ltd.,702,Dai Xiaobing,17/7/2017,"12,900,000",20170719
BUY,1,0.058243323,0.001772879,0,2606,1,0.05,-0.02,Dream International Ltd.,1126,KIM SUNG SICK,17/7/2017,"12,000",20170719
BUY,1,0.084477914,0.026,3,432,-1,-0.03,0.16,IBI Group Holdings Ltd.,1547,Smithers Steven Paul,17/7/2017,"208,000",20170719
BUY,1,0.334257359,0.02241696,0,7333,-1,-0.08,-0.09,Macau Legend Development Ltd.,1680,"Chow Kam Fai, David",17/7/2017,"1,405,000",20170718
SELL,-1,0.12253566,0.02236286,0,3813,1,0.03,-0.04,Beijing Sports and Entertainment Industry Group Ltd.,1803,Lok Yuen Ming,17/7/2017,"290,000",20170717
BUY,1,0.927616593,0.174087252,6,574,-1,-0.01,-0.2,Wuyi International Pharmaceutical Co. Ltd.,1889,Chen Chengqing,17/7/2017,"5,000,000",20170725
BUY,1,0.271738217,0.100825927,0,1136,1,0.11,0.01,Nanjing Sinolife United Co. Ltd. - H Shares,3332,Gui Pinghu,17/7/2017,"274,720",20170720
BUY,1,0.53717925,0.061063444,3,6894,1,0.06,0.53,China VAST Industrial Urban Development Co. Ltd.,6166,WANG Jianjun,17/7/2017,"1,000,000",20170718
BUY,1,0.53717925,0.061063444,0,6894,1,0.06,0.53,China VAST Industrial Urban Development Co. Ltd.,6166,ZHAO Ying,17/7/2017,"1,000,000",20170718
BUY,1,0.206769333,0.011105466,12,2773,-1,-0.02,0.11,Hoifu Energy Group Ltd.,7,Hui Chi Ming,18/7/2017,"280,000",20170927
BUY,1,0.206769333,0.011105466,0,2773,-1,-0.02,0.11,Hoifu Energy Group Ltd.,7,Hui Chi Ming,18/7/2017,"280,000",20180102
BUY,1,0.487906743,0.011414128,1,644,1,0.02,0.17,Yau Lee Holdings Ltd.,406,Wong Ip Kuen,18/7/2017,"50,000",20170721
BUY,1,0.098923058,0.038569241,1,6160,-1,-0.18,-0.59,Dingyi Group Investment Ltd.,508,LI Kwong Yuk,18/7/2017,"2,700,000",20170719
SELL,-1,0.01890846,0.016524211,4,10348,-1,-0.22,-0.11,Tongda Group Holdings Ltd.,698,"Cheung Wah Fung, Christopher",18/7/2017,"1,000,000",20170720
BUY,1,0.005892877,0.001506116,1,1155,-1,-0.09,-0.14,Sino Oil and Gas Holdings Ltd.,702,Dai Xiaobing,18/7/2017,"300,000",20170719
BUY,1,0.401024909,0.02275195,6,905,-1,-0.1,-0.24,Prosperity International Holdings (H.K.) Ltd.,803,Wong Ben Koon,18/7/2017,"2,900,000",20170721
BUY,1,1.598135509,0.062875814,0,444,1,0.19,0.51,Willas-Array Electronics (Holdings) Ltd.,854,Leung Chun Wah,18/7/2017,"48,000",20170721
BUY,1,0.133215173,0.041,1,432,-1,-0.03,0.2,IBI Group Holdings Ltd.,1547,Smithers Steven Paul,18/7/2017,"328,000",20170721
BUY,1,0.135559254,0.032,1,345,-1,-0.02,0.12,Pantronics Holdings Ltd.,1611,Hsu Simon Nai-Cheng,18/7/2017,"96,000",20170720
BUY,1,2.336392645,0.466671489,11,883,-1,-0.05,0.54,Sky Light Holdings Ltd.,3882,Tang Wing Fong Terry,18/7/2017,"4,000,000",20170719
BUY,1,1.142580265,0.129881946,1,6894,1,0.04,0.51,China VAST Industrial Urban Development Co. Ltd.,6166,WANG Jianjun,18/7/2017,"2,127,000",20170719
BUY,1,1.142580265,0.129881946,0,6894,1,0.04,0.51,China VAST Industrial Urban Development Co. Ltd.,6166,ZHAO Ying,18/7/2017,"2,127,000",20170719
BUY,1,0.243692428,0.013088585,1,2773,-1,-0.05,0.07,Hoifu Energy Group Ltd.,7,Hui Chi Ming,19/7/2017,"330,000",20170927
BUY,1,0.243692428,0.013088585,0,2773,-1,-0.05,0.07,Hoifu Energy Group Ltd.,7,Hui Chi Ming,19/7/2017,"330,000",20180102
BUY,1,1.307590072,0.030589864,1,644,1,0.02,0.2,Yau Lee Holdings Ltd.,406,Wong Ip Kuen,19/7/2017,"134,000",20170721
BUY,1,144.7448453,9.281164899,0,338,-1,-0.06,0.11,Sandmartin International Holdings Ltd.,482,Chen Mei Huei,19/7/2017,"304,313,155",20170724
BUY,1,144.7448453,9.281164899,0,338,-1,-0.06,0.11,Sandmartin International Holdings Ltd.,482,Hung Tsung Chin,19/7/2017,"304,313,155",20170724
BUY,1,2.644686505,0.16957959,0,338,-1,-0.06,0.11,Sandmartin International Holdings Ltd.,482,Liao Wen I,19/7/2017,"5,560,218",20170724
BUY,1,0.194182298,0.075709992,1,6160,-1,-0.18,-0.59,Dingyi Group Investment Ltd.,508,LI Kwong Yuk,19/7/2017,"5,300,000",20170721
SELL,-1,0.00945423,0.008262106,1,10348,-1,-0.27,-0.15,Tongda Group Holdings Ltd.,698,"Cheung Wah Fung, Christopher",19/7/2017,"500,000",20170720
SELL,-1,0.03781692,0.033048423,0,10348,-1,-0.27,-0.15,Tongda Group Holdings Ltd.,698,Ting Leung Huel Stephen,19/7/2017,"2,000,000",20170720
BUY,1,0.17147272,0.00972842,1,905,-1,-0.1,-0.25,Prosperity International Holdings (H.K.) Ltd.,803,Wong Ben Koon,19/7/2017,"1,240,000",20170721
BUY,1,0.234217749,0.015244701,13,348,-1,-0.09,-0.01,Man King Holdings Ltd.,2193,Lo Yuen Cheong,19/7/2017,"64,000",20170721
BUY,1,0.593443732,0.118534558,1,883,-1,-0.07,0.43,Sky Light Holdings Ltd.,3882,Tang Wing Fong Terry,19/7/2017,"1,016,000",20170720
BUY,1,1.342948126,0.152658611,1,6894,1,0.07,0.5,China VAST Industrial Urban Development Co. Ltd.,6166,WANG Jianjun,19/7/2017,"2,500,000",20170720
BUY,1,1.342948126,0.152658611,0,6894,1,0.07,0.5,China VAST Industrial Urban Development Co. Ltd.,6166,ZHAO Ying,19/7/2017,"2,500,000",20170720
SELL,-1,12.01306652,3.950341173,0,2501,-1,-0.02,0.73,China Vanguard Group Ltd.,8156,Chan Tung Mei,19/7/2017,"130,000,000",20170725
SELL,-1,12.01306652,3.950341173,0,2501,-1,-0.02,0.73,China Vanguard Group Ltd.,8156,Cheung Kwai Lan,19/7/2017,"130,000,000",20170725
BUY,1,0.420923284,0.022607555,1,2773,-1,-0.05,0.1,Hoifu Energy Group Ltd.,7,Hui Chi Ming,20/7/2017,"570,000",20170929
BUY,1,0.420923284,0.022607555,0,2773,-1,-0.05,0.1,Hoifu Energy Group Ltd.,7,Hui Chi Ming,20/7/2017,"570,000",20180102
BUY,1,0.141240143,0.055068305,1,6160,-1,-0.17,-0.61,Dingyi Group Investment Ltd.,508,LI Kwong Yuk,20/7/2017,"3,855,000",20170721
BUY,1,0.144031707,0.034,2,345,-1,-0.02,0.09,Pantronics Holdings Ltd.,1611,Hsu Simon Nai-Cheng,20/7/2017,"102,000",20170724
BUY,1,0.057097342,0.003829232,3,7333,-1,-0.07,-0.09,Macau Legend Development Ltd.,1680,"Chow Kam Fai, David",20/7/2017,"240,000",20170724
BUY,1,2.825562856,0.321193717,1,6894,1,0.08,0.52,China VAST Industrial Urban Development Co. Ltd.,6166,WANG Jianjun,20/7/2017,"5,260,000",20170721
BUY,1,2.825562856,0.321193717,0,6894,1,0.08,0.52,China VAST Industrial Urban Development Co. Ltd.,6166,ZHAO Ying,20/7/2017,"5,260,000",20170721
BUY,1,0.243692428,0.013088585,1,2773,-1,-0.06,0.08,Hoifu Energy Group Ltd.,7,Hui Chi Ming,21/7/2017,"330,000",20170929
BUY,1,0.243692428,0.013088585,0,2773,-1,-0.06,0.08,Hoifu Energy Group Ltd.,7,Hui Chi Ming,21/7/2017,"330,000",20180102
BUY,1,0.975813487,0.022828257,2,644,1,0.02,0.16,Yau Lee Holdings Ltd.,406,Wong Ip Kuen,21/7/2017,"100,000",20170725
BUY,1,0.219829017,0.085709425,1,6160,-1,-0.16,-0.6,Dingyi Group Investment Ltd.,508,LI Kwong Yuk,21/7/2017,"6,000,000",20170725
BUY,1,0.218489433,0.01239589,2,905,-1,-0.1,-0.26,Prosperity International Holdings (H.K.) Ltd.,803,Wong Ben Koon,21/7/2017,"1,580,000",20170725
SELL,-1,0.009023012,0.001783824,0,78343,-1,-0.03,-0.05,"Haier Electronics Group Co., Ltd.",1169,Sun Jing Yan,21/7/2017,"50,000",20170727
SELL,-1,0.007428104,0.001468515,0,78343,-1,-0.03,-0.05,"Haier Electronics Group Co., Ltd.",1169,Sun Jing Yan,21/7/2017,"41,162",20170727
BUY,1,0.081900383,0.019333333,1,345,1,0.01,0.08,Pantronics Holdings Ltd.,1611,Hsu Simon Nai-Cheng,21/7/2017,"58,000",20170724
BUY,1,0.112053534,0.007514867,1,7333,-1,-0.08,-0.12,Macau Legend Development Ltd.,1680,"Chow Kam Fai, David",21/7/2017,"471,000",20170724
BUY,1,0.175229448,0.035000362,2,883,-1,-0.12,0.28,Sky Light Holdings Ltd.,3882,Tang Wing Fong Terry,21/7/2017,"300,000",20170724
BUY,1,2.762175705,0.313988231,1,6894,1,0.04,0.45,China VAST Industrial Urban Development Co. Ltd.,6166,WANG Jianjun,21/7/2017,"5,142,000",20170724
BUY,1,2.762175705,0.313988231,0,6894,1,0.04,0.45,China VAST Industrial Urban Development Co. Ltd.,6166,ZHAO Ying,21/7/2017,"5,142,000",20170724
BUY,1,0.05223496,0.006043686,10,343,-1,-0.12,0.46,China Health Group Inc.,8225,GUO XIA,21/7/2017,"60,000",20171106
SELL,-1,5.567955082,1.23801907,0,2520,-1,-0.05,0.01,Sun.King Power Electronics Group Ltd.,580,Gong Renyuan,22/7/2017,"20,000,000",20170724
SELL,-1,28.67496867,6.375798213,0,2520,-1,-0.05,0.01,Sun.King Power Electronics Group Ltd.,580,Xiang Jie,22/7/2017,"103,000,000",20170724
SELL,-1,0.556795508,0.123801907,0,2520,-1,-0.05,0.01,Sun.King Power Electronics Group Ltd.,580,Yue Zhoumin,22/7/2017,"2,000,000",20170724
SELL,-1,28.67496867,6.375798213,0,2520,-1,-0.05,0.01,Sun.King Power Electronics Group Ltd.,580,Xiang Jie,22/7/2017,"103,000,000",20170727
BUY,1,0.893538901,0.047991477,3,2773,-1,-0.13,0.02,Hoifu Energy Group Ltd.,7,Hui Chi Ming,24/7/2017,"1,210,000",20170929
BUY,1,0.893538901,0.047991477,0,2773,-1,-0.13,0.02,Hoifu Energy Group Ltd.,7,Hui Chi Ming,24/7/2017,"1,210,000",20180102
BUY,1,0.012236442,0.00032387,0,5323,-1,-0.04,0.07,Tai Cheung Holdings Ltd.,88,"Chan Pun, David",24/7/2017,"2,000",20170726
BUY,1,0.021885727,0.001449064,18,4141,-1,-0.02,-0.25,China Baoli Technologies Holdings Ltd.,164,Yeung Chun Wai Anthony,24/7/2017,"500,000",20171218
BUY,1,0.073276339,0.028569808,3,6160,-1,-0.16,-0.61,Dingyi Group Investment Ltd.,508,LI Kwong Yuk,24/7/2017,"2,000,000",20170725
BUY,1,0.277160614,0.047696782,0,7078,1,0.02,0.02,Digital China Holdings Ltd.,861,YIP Denis Shing Fai,24/7/2017,"800,000",20170728
BUY,1,0.014641821,0.001833459,11,1728,-1,-0.03,0.08,Meilleure Health International Industry Group Ltd.,2327,Chau Chi Wai,24/7/2017,"66,000",20170726
BUY,1,2.148717001,0.244253777,3,6894,-1,-0.02,0.44,China VAST Industrial Urban Development Co. Ltd.,6166,WANG Jianjun,24/7/2017,"4,000,000",20170725
BUY,1,2.148717001,0.244253777,0,6894,-1,-0.02,0.44,China VAST Industrial Urban Development Co. Ltd.,6166,ZHAO Ying,24/7/2017,"4,000,000",20170725
BUY,1,0.017411653,0.002014562,3,343,-1,-0.14,0.43,China Health Group Inc.,8225,GUO XIA,24/7/2017,"20,000",20171106
BUY,1,0.30276938,0.016261575,1,2773,-1,-0.08,0.05,Hoifu Energy Group Ltd.,7,Hui Chi Ming,25/7/2017,"410,000",20170929
BUY,1,0.30276938,0.016261575,0,2773,-1,-0.08,0.05,Hoifu Energy Group Ltd.,7,Hui Chi Ming,25/7/2017,"410,000",20180102
BUY,1,0.001094286,7.25E-05,1,4141,-1,-0.02,-0.3,China Baoli Technologies Holdings Ltd.,164,Yeung Chun Wai Anthony,25/7/2017,"25,000",20171218
BUY,1,0.975813487,0.022828257,1,644,1,0.03,0.19,Yau Lee Holdings Ltd.,406,Wong Ip Kuen,25/7/2017,"100,000",20170728
BUY,1,0.998834693,0.039297384,1,444,1,0.01,0.28,Willas-Array Electronics (Holdings) Ltd.,854,Leung Chun Wah,25/7/2017,"30,000",20170727
BUY,1,0.138580307,0.023848391,1,7078,-1,-0.04,0.01,Digital China Holdings Ltd.,861,Guo Wei,25/7/2017,"400,000",20170728
BUY,1,0.294483153,0.050677831,0,7078,-1,-0.04,0.01,Digital China Holdings Ltd.,861,YIP Denis Shing Fai,25/7/2017,"850,000",20170728
SELL,-1,1.791980217,0.1100401,0,894,-1,-0.01,-0.01,Ming Fai International Holdings Ltd.,3828,Chan Yim Ching,25/7/2017,"800,000",20170727
BUY,1,0.508749498,0.101617717,4,883,-1,-0.15,0.4,Sky Light Holdings Ltd.,3882,Tang Wing Fong Terry,25/7/2017,"871,000",20170726
BUY,1,4.110495623,0.467257476,1,6894,-1,-0.01,0.53,China VAST Industrial Urban Development Co. Ltd.,6166,WANG Jianjun,25/7/2017,"7,652,000",20170726
BUY,1,4.110495623,0.467257476,0,6894,-1,-0.01,0.53,China VAST Industrial Urban Development Co. Ltd.,6166,ZHAO Ying,25/7/2017,"7,652,000",20170726
BUY,1,0.169846237,0.009122347,1,2773,1,0.05,0.11,Hoifu Energy Group Ltd.,7,Hui Chi Ming,26/7/2017,"230,000",20170929
BUY,1,0.169846237,0.009122347,0,2773,1,0.05,0.11,Hoifu Energy Group Ltd.,7,Hui Chi Ming,26/7/2017,"230,000",20180102
BUY,1,0.010942863,0.000724532,1,4141,-1,-0.03,-0.28,China Baoli Technologies Holdings Ltd.,164,Yeung Chun Wai Anthony,26/7/2017,"250,000",20171218
BUY,1,0.253711507,0.005935347,1,644,1,0.03,0.17,Yau Lee Holdings Ltd.,406,Wong Ip Kuen,26/7/2017,"26,000",20170728
BUY,1,0.061002552,0.023784365,2,6160,-1,-0.14,-0.6,Dingyi Group Investment Ltd.,508,LI Kwong Yuk,26/7/2017,"1,665,000",20170727
BUY,1,0.001604775,0.000291046,20,142074,1,0.07,0.59,Fosun International Ltd.,656,Zhang Shengman,26/7/2017,"25,000",20170728
BUY,1,0.998834693,0.039297384,1,444,1,0.01,0.27,Willas-Array Electronics (Holdings) Ltd.,854,Leung Chun Wah,26/7/2017,"30,000",20170727
BUY,1,0.138580307,0.023848391,1,7078,-1,-0.06,0,Digital China Holdings Ltd.,861,Guo Wei,26/7/2017,"400,000",20170728
BUY,1,0.279525676,0.035002402,2,1728,-1,-0.07,0.02,Meilleure Health International Industry Group Ltd.,2327,Zhou Xuzhou,26/7/2017,"1,260,000",20170727
SELL,-1,1.119987635,0.068775062,1,894,-1,-0.02,-0.02,Ming Fai International Holdings Ltd.,3828,Chan Yim Ching,26/7/2017,"500,000",20170728
BUY,1,0.175229448,0.035000362,1,883,-1,-0.03,0.34,Sky Light Holdings Ltd.,3882,Tang Wing Fong Terry,26/7/2017,"300,000",20170728
BUY,1,2.148717001,0.244253777,1,6894,-1,-0.02,0.47,China VAST Industrial Urban Development Co. Ltd.,6166,WANG Jianjun,26/7/2017,"4,000,000",20170727
BUY,1,2.148717001,0.244253777,0,6894,-1,-0.02,0.47,China VAST Industrial Urban Development Co. Ltd.,6166,ZHAO Ying,26/7/2017,"4,000,000",20170727
BUY,1,7.40E-07,9.97E-08,0,1496940,-1,-0.02,0.02,HSBC Holdings plc,5,Flint Douglas Jardine,27/7/2017,20,20170731
BUY,1,0.410974616,0.01194824,17,420,-1,-0.12,-0.01,Goldbond Group Holdings Ltd.,172,"Wong Yu Lung, Charles",27/7/2017,"330,000",20170728
BUY,1,0.975813487,0.022828257,1,644,1,0.04,0.19,Yau Lee Holdings Ltd.,406,Wong Ip Kuen,27/7/2017,"100,000",20170728
BUY,1,0.040301986,0.015713395,1,6160,-1,-0.14,-0.6,Dingyi Group Investment Ltd.,508,LI Kwong Yuk,27/7/2017,"1,100,000",20170728
SELL,-1,0.009808239,0.001703264,0,15705,-1,-0.03,0.15,Luk Fook Holdings (International) Ltd.,590,"Wong Ho Lung, Danny",27/7/2017,"10,000",20170801
BUY,1,7.628056145,3.592605265,13,851,1,0.11,-0.18,Munsun Capital Group Ltd.,1194,Li Xianghong,27/7/2017,"599,135,906",20170801
BUY,1,4.409080573,2.076556043,0,851,1,0.11,-0.18,Munsun Capital Group Ltd.,1194,Zhang Lirui,27/7/2017,"346,305,590",20170801
BUY,1,0.112966045,0.026666667,2,345,1,0.04,0.08,Pantronics Holdings Ltd.,1611,Hsu Simon Nai-Cheng,27/7/2017,"80,000",20170731
BUY,1,0.39532917,0.049503396,1,1728,-1,-0.09,0.05,Meilleure Health International Industry Group Ltd.,2327,Zhou Xuzhou,27/7/2017,"1,782,000",20170728
BUY,1,0.002188573,0.000144906,2,4141,-1,-0.02,-0.27,China Baoli Technologies Holdings Ltd.,164,Yeung Chun Wai Anthony,28/7/2017,"50,000",20171218
BUY,1,1.951626974,0.045656513,1,644,1,0.04,0.19,Yau Lee Holdings Ltd.,406,Wong Ip Kuen,28/7/2017,"200,000",20170802
BUY,1,0.003663817,0.00142849,1,6160,-1,-0.14,-0.6,Dingyi Group Investment Ltd.,508,LI Kwong Yuk,28/7/2017,"100,000",20170731
BUY,1,4.033307652,1.583944668,0,750,-1,-0.18,-0.16,China Ocean Industry Group Ltd.,651,LI MING,28/7/2017,"216,000,000",20170731
BUY,1,0.45633869,0.02589015,7,905,-1,-0.12,-0.27,Prosperity International Holdings (H.K.) Ltd.,803,Wong Ben Koon,28/7/2017,"3,300,000",20170802
BUY,1,15.93813152,0.509615385,0,7244,-1,-0.12,-0.08,China Shengmu Organic Milk Ltd.,1432,YAO Tongshan,28/7/2017,"32,383,000",20170731
BUY,1,0.048010569,0.011333333,1,345,1,0.03,0.08,Pantronics Holdings Ltd.,1611,Hsu Simon Nai-Cheng,28/7/2017,"34,000",20170731
BUY,1,0.350458897,0.070000723,2,883,1,0.01,0.39,Sky Light Holdings Ltd.,3882,Tang Wing Fong Terry,28/7/2017,"600,000",20170801
SELL,-1,9.036392406,8.749913652,0,1498,-1,-0.01,1.57,Earthasia International Holdings Ltd.,6128,Chan Yick Yan Andross,28/7/2017,"38,000,000",20170731
SELL,-1,4.755996003,4.605217712,0,1498,-1,-0.01,1.57,Earthasia International Holdings Ltd.,6128,Lau Hing Tat Patrick,28/7/2017,"20,000,000",20170731
BUY,1,0.365644719,0.042305799,4,343,-1,-0.05,0.53,China Health Group Inc.,8225,GUO XIA,28/7/2017,"420,000",20171106
BUY,1,0.010991451,0.004285471,3,6160,-1,-0.14,-0.6,Dingyi Group Investment Ltd.,508,LI Kwong Yuk,31/7/2017,"300,000",20170801
BUY,1,0.400997531,0.047425946,0,1028,-1,-0.03,0.04,International Housewares Retail Co. Ltd.,1373,Ngai Lai Ha,31/7/2017,"341,000",20170802
BUY,1,0.081900383,0.019333333,3,345,1,0.23,0.1,Pantronics Holdings Ltd.,1611,Hsu Simon Nai-Cheng,31/7/2017,"58,000",20170802
BUY,1,0.175229448,0.035000362,3,883,1,0.25,0.26,Sky Light Holdings Ltd.,3882,Tang Wing Fong Terry,31/7/2017,"300,000",20170801
BUY,1,0.000369989,4.99E-05,5,1496940,-1,-0.03,-0.01,HSBC Holdings plc,5,Symonds Jonathan Richard,1/8/2017,"10,000",20170803
BUY,1,0.382300628,0.082792543,28,2802,1,0.07,0.12,Get Nice Holdings Ltd.,64,Hung Hon Man,1/8/2017,"8,000,000",20170802
BUY,1,0.048148599,0.00318794,4,4141,-1,-0.08,-0.26,China Baoli Technologies Holdings Ltd.,164,Yeung Chun Wai Anthony,1/8/2017,"1,100,000",20171218
BUY,1,0.523058603,0.015206851,5,420,-1,-0.06,0.05,Goldbond Group Holdings Ltd.,172,"Wong Yu Lung, Charles",1/8/2017,"420,000",20170802
BUY,1,0.195162697,0.004565651,4,644,1,0.02,0.16,Yau Lee Holdings Ltd.,406,Wong Ip Kuen,1/8/2017,"20,000",20170802
BUY,1,0.073276339,0.028569808,1,6160,-1,-0.14,-0.59,Dingyi Group Investment Ltd.,508,LI Kwong Yuk,1/8/2017,"2,000,000",20170803
BUY,1,0.908831466,0.037399325,0,882,-1,-0.04,-0.05,Le Saunda Holdings Ltd.,738,Lee Tze Bun Marces,1/8/2017,"264,000",20170804
BUY,1,0.908831466,0.037399325,0,882,-1,-0.04,-0.05,Le Saunda Holdings Ltd.,738,Lee Tze Bun Marces,1/8/2017,"264,000",20170807
BUY,1,0.542075049,0.030754361,4,905,-1,-0.14,-0.26,Prosperity International Holdings (H.K.) Ltd.,803,Wong Ben Koon,1/8/2017,"3,920,000",20170804
BUY,1,0.029065859,0.009307541,0,47255,1,0.03,-0.01,Xinyi Glass Holdings Ltd.,868,LEE Yin Yee,1/8/2017,"374,000",20170804
BUY,1,0.077716201,0.024886474,0,47255,1,0.03,-0.01,Xinyi Glass Holdings Ltd.,868,SZE Nang Sze,1/8/2017,"1,000,000",20170804
BUY,1,0.077716201,0.024886474,0,47255,1,0.03,-0.01,Xinyi Glass Holdings Ltd.,868,TUNG Ching Sai,1/8/2017,"1,000,000",20170804
BUY,1,0.132735103,0.031333333,1,345,1,0.17,0.07,Pantronics Holdings Ltd.,1611,Hsu Simon Nai-Cheng,1/8/2017,"94,000",20170803
BUY,1,3.883246316,0.640409862,28,1824,-1,-0.02,0.11,Eagle Nice (International) Holdings Ltd.,2368,Chen Hsiao Ying,1/8/2017,"3,200,000",20170804
BUY,1,0.100927366,0.021857231,1,2802,1,0.09,0.21,Get Nice Holdings Ltd.,64,Hung Hon Man,2/8/2017,"2,112,000",20170803
BUY,1,0.378944194,0.121346448,1,47255,1,0.05,0.01,Xinyi Glass Holdings Ltd.,868,LEE Yin Yee,2/8/2017,"4,876,000",20170804
BUY,1,0.04274391,0.013687561,0,47255,1,0.05,0.01,Xinyi Glass Holdings Ltd.,868,TUNG Ching Sai,2/8/2017,"550,000",20170804
BUY,1,0.29398646,0.034769755,2,1028,1,0.01,0.06,International Housewares Retail Co. Ltd.,1373,Ngai Lai Ha,2/8/2017,"250,000",20170804
SELL,-1,9.872373714,1.573590063,0,1461,1,0.04,0,Cabbeen Fashion Ltd.,2030,Yang Ziming,2/8/2017,"10,500,000",20170803
BUY,1,0.861595276,0.142090938,1,1824,-1,-0.04,0.13,Eagle Nice (International) Holdings Ltd.,2368,Chen Hsiao Ying,2/8/2017,"710,000",20170804
BUY,1,0.017411653,0.002014562,5,343,-1,-0.08,0.58,China Health Group Inc.,8225,GUO XIA,2/8/2017,"20,000",20171106
BUY,1,0.095575157,0.020698136,1,2802,1,0.09,0.18,Get Nice Holdings Ltd.,64,Hung Hon Man,3/8/2017,"2,000,000",20170803
BUY,1,0.006118221,0.000161935,10,5323,-1,-0.02,0.1,Tai Cheung Holdings Ltd.,88,"Chan Pun, David",3/8/2017,"1,000",20170804
BUY,1,0.024074299,0.00159397,2,4141,-1,-0.02,-0.23,China Baoli Technologies Holdings Ltd.,164,Yeung Chun Wai Anthony,3/8/2017,"550,000",20171218
BUY,1,0.038470078,0.014999149,2,6160,-1,-0.13,-0.57,Dingyi Group Investment Ltd.,508,LI Kwong Yuk,3/8/2017,"1,050,000",20170804
BUY,1,0.172127172,0.007083205,2,882,-1,-0.04,-0.09,Le Saunda Holdings Ltd.,738,Lee Tze Bun Marces,3/8/2017,"50,000",20170807
BUY,1,0.179769787,0.01019915,2,905,-1,-0.16,-0.26,Prosperity International Holdings (H.K.) Ltd.,803,Wong Ben Koon,3/8/2017,"1,300,000",20170808
BUY,1,0.178743768,0.021140011,1,1028,-1,-0.01,0.04,International Housewares Retail Co. Ltd.,1373,Ngai Lai Ha,3/8/2017,"152,000",20170807
BUY,1,0.033889813,0.008,2,345,1,0.14,0.06,Pantronics Holdings Ltd.,1611,Hsu Simon Nai-Cheng,3/8/2017,"24,000",20170804
